Response_ID,Group_ID,Group,Statement,Optimist,Hopeful,Curious,Neutral,Cautious,Skeptical,Pessimist,Op_hop,Op_cur,Op_cau,Op_skep,Op_pess,Hop_cur,Hop_neu,Hop_cau,Hop_skep,Hop_pess,Cur_neu,Cur_cau,Cur_skep,Cur_pess,Cau_neu,Cau_skep,Cau_pess,Skep_neu,Skep_pess,Op_cur_cau,Hop_cur_cau,Hop_cau_skep,Cau_skep_neu,PA,Pos_emotion,NA,Neg_emotion,HomeOwner,Involvement,Choice,INNOV,RET,ENV,SUM_INN_RET_ENV,Age,Gender,Education,Income,Occupants,HomeType,Region,Region_recoded,Area,SubjKnow,Know_recoded,BoilerWilling,HobWilling,H2homeWilling,Composite_adoption,H2futures,H2community,H2home,Composite_acceptance,Response
R678,MEG251,2,New technology always welcomed.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,5,3,3,11,3,1,3,5,2,4,6,4,3,3,3,5,5,4,4.67,9,9,9,9,7
R679,MEG252,2,Nice.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,3,4,3,10,1,2,5,6,3,2,11,4,5,4,4,4,5,4,4.33,8,8,10,8.67,7
R680,MEG253,2,Not happy. There should be better alternative.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Unhappy,1,3,2,3,3,4,10,1,2,5,4,3,4,4,3,1,3,3,1,1,1,1,3,2,2,2.33,7
R681,MEG254,2,Not informed enough.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,3,3,4,10,3,2,5,1,1,2,2,2,5,2,2,3,3,3,3,5,5,5,5,7
R682,MEG255,2,Not keen.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Unenthusiastic,2,2,2,3,3,4,10,1,2,1,3,3,2,8,3,4,1,1,3,1,2,2,5,4,4,4.33,6
R683,MEG256,2,Not sure.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,3,3,9,2,2,3,2,3,4,7,4,3,1,1,3,3,3,3,4,4,5,4.33,7
R684,MEG257,2,Not sure.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,3,3,9,2,2,5,5,3,2,8,3,5,2,2,3,3,3,3,4,5,4,4.33,5
R685,MEG258,2,Not sure.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,1,2,3,5,3,11,3,2,1,8,2,1,10,2,3,3,3,3,2,3,2.67,5,5,5,5,5
R686,MEG259,2,"On principle good idea regarding the environment. However, who pays for it - it should be paid for by government and energy company profits.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,3,3,4,10,3,2,5,3,2,1,10,2,3,2,2,1,1,1,1,7,7,7,7,3
R687,MEG260,2,Optimistic.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Optimistic,.,,1,3,3,4,3,4,11,1,2,3,2,2,4,8,3,3,2,2,2,2,2,2,6,5,6,5.67,5
R688,MEG261,2,Optimistic about the changes. Hydrogen seems a more efficient method for gas. Concerns over the initial cost to get started.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Optimistic,1,Concerned,2,2,2,4,3,3,10,1,2,5,4,2,5,8,3,3,3,3,4,4,4,4,5,7,6,6,5
R689,MEG262,2,"Optimistic, as long as it is fairly distributed and people are given options.",.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,3,3,4,10,3,1,4,4,2,2,11,4,3,2,2,4,4,4,4,8,8,8,8,5
R690,MEG263,2,Pessimistic.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Pessimistic,2,3,3,3,4,3,10,2,2,5,6,3,5,1,1,3,3,3,3,3,3,3,5,4,5,4.67,4
R691,MEG264,2,Positive.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Positive,.,,1,1,2,4,3,4,11,1,2,5,1,3,4,8,3,4,3,3,4,4,4,4,6,6,7,6.33,3
R692,MEG265,2,Positive about the prospect.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Positive,.,,2,2,2,4,3,4,11,1,2,5,5,2,1,4,3,3,2,2,4,4,4,4,8,8,7,7.67,6
R693,MEG266,2,Positive. Open to trying new sustainable living.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Positive,.,,2,2,2,4,3,3,10,1,2,5,3,2,4,5,4,3,2,2,3,3,3,3,9,9,8,8.67,6
R694,MEG267,2,Reading this I feel this is the future and will be a great replacement to natural gas.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,2,4,9,2,1,1,2,2,5,8,3,4,2,2,4,3,3,3.33,10,9,9,9.33,2
R695,MEG268,2,Safety wise I would be reluctant to use this. The images of the hydrogen balloons igniting come to mind.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,,1,Reluctant,1,3,3,3,3,3,9,3,2,1,1,1,1,8,3,3,1,1,1,1,1,1,1,0,0,0.33,6
R696,MEG269,2,Scary stuff.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,1,3,3,3,9,2,2,1,1,3,2,8,3,5,1,1,4,3,2,3,8,4,2,4.67,7
R697,MEG270,2,"Seems an interesting area and whilst been around for a while, we are still in early stages of rolling out. If makes us greener then has to be a positive, as long as costs are no greater than now.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,3,4,10,3,1,1,4,1,5,11,4,3,2,2,3,3,3,3,9,9,8,8.67,7
R698,MEG271,2,"Seems in its early stages, could be dangerous.",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,4,3,3,10,3,1,3,8,3,4,11,4,3,2,2,3,3,3,3,7,7,7,7,7
R699,MEG272,2,Seems interesting.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,3,3,3,9,3,1,3,1,1,4,11,4,3,2,2,3,3,3,3,6,6,6,6,5
R700,MEG273,2,"So there is going to be a period of two pipes running in a street - a natural gas line and a hydrogen? It only took a century to get gas in, so if it take half that I got nothing to worry about.",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,4,4,11,3,1,4,4,3,4,10,2,4,3,3,3,1,2,2,1,1,1,1,5
R701,MEG274,2,Sounds expensive.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,3,4,10,3,1,5,1,2,5,4,3,3,2,2,2,2,2,2,7,6,4,5.67,5
R702,MEG275,2,Sounds good.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,4,3,4,11,2,2,4,8,3,2,3,2,5,1,1,3,3,2,2.67,6,5,6,5.67,5
R703,MEG276,2,Sounds good in theory but might prove too expensive for many households.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,3,3,9,3,1,1,1,2,4,7,4,1,2,2,2,2,2,2,7,7,7,7,5
R704,MEG277,2,Sounds ok to me.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,3,3,9,2,1,3,5,2,4,11,4,3,2,2,3,2,2,2.33,5,7,4,5.33,3
R705,MEG278,2,Like to see hydrogen development in transport.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,3,4,10,3,1,3,2,2,4,3,2,5,2,2,2,2,2,2,8,7,6,7,3
R706,MEG279,2,Suggestions of how the technology is funded has the potential to widen the inequality gap in my opinion. It’s interesting that early implementation sites are proposed around areas of denser industrialisation. It seems to me that these populations are not only more likely to be poor but may be carrying a disproportionate legacy of ill health from historical industrialisation. Introducing ‘experimental’ technologies here seems somewhat unethical particularly if there is no financial incentiv,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,3,3,3,9,3,2,4,1,3,5,5,4,5,2,2,3,3,3,3,8,9,8,8.33,3
R707,MEG280,2,The additional cost conerns me a lot.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Concerned,2,3,2,3,4,4,11,2,2,5,1,3,2,10,2,3,1,1,2,2,2,2,7,5,5,5.67,6
R708,MEG281,2,The cost of this new proposal as well as the increase in moisture in the air from the production of water being produced from the use of hydrogen. This may have an negative affect on health as it could cause more respiratory infections and change the eco structure of micro organisms.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,2,4,9,1,1,5,5,3,2,8,3,3,2,2,2,2,3,2.33,7,7,8,7.33,7
R709,MEG282,2,The costs of having a hydrogen home would put some people into poverty.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,1,2,3,4,3,10,1,2,4,3,3,4,4,3,4,3,3,2,2,1,1.67,6,5,6,5.67,7
R710,MEG283,2,"The energy companies that run the distribution networks and British Gas make enough profits to pay for it. You will still be using the same distribution network pipeline. You won't have to change that, it will just be like when we went from coal gas to natural gas, most of the old pipeline has been renewed now.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,1,3,3,4,10,3,1,3,2,2,4,2,2,4,2,2,5,5,5,5,10,10,10,10,7
R711,MEG284,2,"The more hydrogen conversions, the more the cost can be spread.",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,4,3,4,11,3,1,1,4,2,1,11,4,5,2,2,5,5,5,5,10,10,10,10,6
R712,MEG285,2,Think it’s a great idea and can save our planet. Should be done in cars too.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,4,3,4,11,1,2,1,3,3,4,8,3,1,3,3,4,4,4,4,10,10,10,10,7
R713,MEG286,2,Think that it is the way forward and something that needs to happen.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,4,3,4,11,2,2,3,4,2,5,11,4,3,3,3,4,4,3,3.67,8,9,8,8.33,3
R714,MEG287,2,This could be a great asset to making Britain energy independent.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,4,4,3,11,3,1,5,6,3,2,9,1,5,3,3,4,4,4,4,8,9,8,8.33,6
R715,MEG288,2,Unsure.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,3,3,9,2,2,3,8,3,2,1,1,5,1,1,3,3,3,3,5,3,8,5.33,6
R716,MEG289,2,Unsure.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,3,4,10,2,2,5,5,3,5,1,1,3,2,2,3,3,3,3,7,7,7,7,6
R717,MEG290,2,Unsure.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,3,4,3,10,3,2,5,1,2,2,3,2,5,2,2,2,1,2,1.67,5,5,5,5,6
R718,MEG291,2,Unsure of technology - always increased costs.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,,.,,2,2,2,3,3,4,10,3,1,3,5,3,4,7,4,3,1,1,2,2,3,2.33,6,4,3,4.33,5
R719,MEG292,2,Very apprehensive and don't like the upheaval during conversion works.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Apprehensive,1,3,2,3,4,4,11,3,1,3,8,1,1,7,4,3,2,2,1,1,1,1,4,4,2,3.33,4
R720,MEG293,2,Very informative.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,3,3,9,3,2,5,6,2,4,4,3,3,1,1,4,4,5,4.33,9,9,9,9,7
R721,MEG294,2,"Very interested to know more…wasn’t aware of this but keen to support energy that helps reduce carbon emissions, but need to ensure stability across the network and ensure the poorer communities are not disadvantaged further.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,.,.,.,.,,.,,2,2,1,3,3,4,10,2,2,4,5,3,2,5,4,3,1,1,3,3,3,3,8,6,7,7,7
R722,MEG295,2,Very interesting and informative. I will watch the development of this technology closely.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,4,3,4,11,3,2,1,4,2,5,1,1,5,1,1,5,5,5,5,10,10,10,10,5
R723,MEG296,2,Very interesting and would like to see it publicised more.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,1,3,3,4,10,3,1,5,3,2,2,6,4,3,2,2,3,3,4,3.33,10,9,8,9,3
R724,MEG297,2,Very positive - bring it on!,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Positive,.,,2,3,2,3,4,4,11,3,1,1,5,3,2,3,2,5,2,2,5,5,5,5,10,10,10,10,7
R725,MEG298,2,Wait and see.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,3,3,4,10,3,1,3,3,2,4,7,4,3,1,1,3,3,3,3,7,7,8,7.33,5
R726,MEG299,2,"We already pay a green levy, so now we are to pay again.",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,3,3,5,11,3,1,3,3,1,2,6,4,3,2,2,2,2,2,2,7,7,7,7,7
R727,MEG300,2,"We are in an economic crisis. We have to make the environmental costs more towards who earn more, without causing this world into poverty.",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,1,4,3,4,11,1,2,3,5,3,4,8,3,3,2,2,2,2,2,2,6,7,6,6.33,6
R728,MEG301,2,We need to find cheaper fuel alternatives at some point.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,3,3,3,9,3,2,3,2,2,5,10,2,3,1,1,3,3,3,3,7,8,7,7.33,7
R729,MEG302,2,We need to learn more about it.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,4,3,4,11,1,2,4,3,2,2,5,4,3,2,2,2,3,2,2.33,3,3,2,2.67,2
R730,MEG303,2,"We need to realise that hydrogen fuelling is the future, so we have to get use it.",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,3,3,4,10,3,1,5,4,2,4,9,1,3,3,3,2,2,2,2,8,9,9,8.67,7
R731,MEG304,2,Will support if confirmed to be safe and environmentally friendly to current options.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,3,4,10,3,1,3,4,3,4,6,4,3,1,1,3,3,3,3,6,6,6,6,7
R732,MEG305,2,Worried about overall costs.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Worried,2,2,1,3,3,5,11,2,2,3,2,3,4,10,2,3,2,2,3,4,4,3.67,9,8,8,8.33,6
R733,MEG306,2,Worried about the lack of odour and colour.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Worried,2,3,2,4,3,3,10,3,2,3,3,2,4,3,2,3,2,2,2,2,2,2,5,5,5,5,3
R734,MEG307,2,Would like to know more if it’s going to be cheaper.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,3,5,11,1,2,4,4,3,4,8,3,3,2,2,3,3,3,3,5,7,4,5.33,6
R735,MEG308,2,"Would like to learn more about it, but I like the idea of a more environmentally-friendly fuel that provides more energy security.",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,4,3,4,11,2,2,5,5,3,2,6,4,3,2,2,5,5,5,5,7,8,8,7.67,3
R736,VEG1,3,A good idea overall.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,5,4,4,13,2,1,3,4,3,4,9,1,3,4,4,4,4,3,3.67,7,6,6,6.33,5
R737,VEG2,3,After this survey it has shown me they are great.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,4,4,5,13,2,1,5,6,3,2,1,1,3,5,4,3,5,4,4,7,4,8,6.33,7
R738,VEG3,3,"Any energy that we implicate to ""run the country"" come with risk, so it is important that these devices and the complete infrastructure are made as safe as humanly possible.",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,5,4,4,13,3,1,1,2,2,1,3,2,5,3,3,4,4,4,4,9,10,9,9.33,3
R739,VEG4,3,Anything that helps the planet is good.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,5,5,5,15,3,2,3,3,2,4,11,4,3,2,2,4,4,4,4,10,10,10,10,3
R740,VEG5,3,Anything that is cost effective and is good for the environment can only be a good thing.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,5,5,5,15,3,2,5,3,3,4,8,3,3,4,4,4,5,4,4.33,9,9,10,9.33,7
R741,VEG6,3,"Anything to be more economically sustainable is a bonus in my books. Costs may fluctuate, but ultimately the security of having a sustainable source of fuel and energy should outweigh that.",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,4,4,4,12,1,1,5,4,3,4,5,4,3,2,2,2,2,2,2,10,9,9,9.33,7
R742,VEG7,3,As long as costs are the same as natural gas most people will support the transition.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,5,3,4,12,3,1,4,6,2,2,7,4,3,4,4,2,2,2,2,10,8,8,8.67,4
R743,VEG8,3,As long as it contributes to a cleaner future.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,1,2,4,4,4,12,3,1,1,4,2,4,6,4,3,2,2,3,3,3,3,8,8,9,8.33,2
R744,VEG9,3,"As long as it remains good for the environment and fair for users and non-users alike, then it would definitely be a great option.",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,5,3,5,13,1,1,5,8,3,4,6,4,1,2,2,2,2,2,2,10,5,5,6.67,4
R745,VEG10,3,As long as its safe.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,5,5,5,15,2,1,3,4,3,4,5,4,5,3,3,3,3,3,3,7,7,6,6.67,4
R746,VEG11,3,As long as this green move doesn't cost me or users. Then it's a good idea.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,5,3,5,13,3,1,5,2,3,5,4,3,4,3,3,3,3,3,3,5,5,5,5,3
R747,VEG12,3,Better for environment.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,4,4,4,12,1,1,5,4,3,2,2,2,1,4,4,3,2,2,2.33,8,7,8,7.67,4
R748,VEG13,3,Safer.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,4,5,5,14,3,1,4,4,3,2,8,3,3,4,4,4,4,4,4,7,8,8,7.67,2
R749,VEG14,3,Big change and uncertainty of new methods.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,4,4,4,12,3,2,3,8,2,4,8,3,4,1,1,2,2,2,2,5,5,5,5,4
R750,VEG15,3,Cautiously optimistic and very hopeful.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Optimistic,.,,1,2,2,5,3,4,12,3,1,5,5,2,4,1,1,3,2,2,3,3,3,3,7,6,6,6.33,7
R751,VEG16,3,Clean/cheap energy source that helps futures.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,5,5,4,14,1,1,5,4,3,1,2,2,1,3,3,3,3,3,3,8,8,8,8,7
R752,VEG17,3,Concerned about safety and the problems of brittleness when components are exposed to hydrogen over an extended period.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Concerned,2,3,2,4,3,5,12,3,1,5,4,3,4,11,4,3,4,4,3,3,3,3,7,7,7,7,7
R753,VEG18,3,Concerning,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Concerned,2,1,2,5,3,4,12,1,2,5,4,3,4,4,3,4,1,1,3,3,3,3,2,6,4,4,3
R754,VEG19,3,Don’t know enough.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,5,3,5,13,2,2,3,3,3,4,9,1,5,3,3,3,3,3,3,6,6,5,5.67,7
R755,VEG20,3,Effective.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,2,5,4,3,12,1,2,1,2,3,5,6,4,3,2,2,3,3,3,3,5,5,5,5,7
R756,VEG21,3,Essential.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,4,5,4,13,2,1,4,6,3,4,4,3,4,4,4,2,2,5,3,8,7,8,7.67,6
R757,VEG22,3,Everything is excellent.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,5,5,5,15,2,1,3,6,3,5,6,4,1,4,4,5,4,4,4.33,9,10,10,9.67,6
R758,VEG23,3,Excellent quality.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,5,5,4,14,2,1,3,6,3,5,6,4,1,5,4,5,4,5,4.67,10,9,8,9,6
R759,VEG24,3,Excited.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Excited,.,,2,3,3,4,4,4,12,2,1,1,4,3,4,4,3,1,3,3,3,3,3,3,6,6,9,7,2
R760,VEG25,3,Excited about the prospect to use hydrogen.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Excited,.,,1,3,3,5,5,4,14,1,1,5,6,3,2,8,3,4,3,3,4,4,5,4.33,10,10,10,10,3
R761,VEG26,3,Fairly optimistic about hydrogen.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Optimistic,.,,1,3,3,5,3,4,12,3,1,5,2,1,1,9,1,5,2,2,2,2,2,2,7,7,7,7,3
R762,VEG27,3,"Fearful of explosiveness, but hopeful for environment.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Fearful,2,3,2,5,4,5,14,1,2,5,2,3,4,5,4,1,4,4,3,3,3,3,4,4,5,4.33,6
R763,VEG28,3,Feel government should fund the installation of hydrogen appliances.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,5,5,4,14,3,1,4,6,3,2,7,4,3,4,4,4,3,4,3.67,8,8,9,8.33,7
R764,VEG29,3,Feel this is the future and we should try to get there with as little pain as possible.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,4,4,4,12,3,1,1,5,2,2,10,2,3,2,2,4,5,4,4.33,9,8,9,8.67,3
R765,VEG30,3,Good.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,1,2,3,5,4,12,1,2,4,6,3,1,4,3,4,4,4,5,3,3,3.67,5,6,5,5.33,5
